Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,0.0031942770001478493,0.0,150.0,False,150,0.25,512,True
1,0.01150599296670407,10.0,302.0,False,150,0.25,512,True
2,0.020219600992277265,10.0,453.0,False,150,0.25,512,True
3,0.028832437994424254,10.0,604.0,False,150,0.25,512,True
4,0.03652316698571667,10.0,755.0,False,150,0.25,512,True
5,0.045221277978271246,10.0,906.0,False,150,0.25,512,True
6,0.05301359901204705,10.0,1057.0,False,150,0.25,512,True
7,0.06056726997485384,10.0,1208.0,False,150,0.25,512,True
8,0.0683675539912656,10.0,1359.0,False,150,0.25,512,True
9,0.07701148098567501,10.0,1510.0,False,150,0.25,512,True
10,0.08507178799482062,10.0,1661.0,False,150,0.25,512,True
11,0.09267600299790502,10.0,1812.0,False,150,0.25,512,True
12,0.10049226199043915,10.0,1963.0,False,150,0.25,512,True
13,0.10798280296148732,10.0,2114.0,False,150,0.25,512,True
14,0.11548939999192953,10.0,2265.0,False,150,0.25,512,True
15,0.12293430999852717,10.0,2416.0,False,150,0.25,512,True
16,0.13041815196629614,10.0,2567.0,False,150,0.25,512,True
17,0.13893245201325044,10.0,2718.0,False,150,0.25,512,True
18,0.14642516698222607,10.0,2869.0,False,150,0.25,512,True
19,0.15387936297338456,10.0,3020.0,False,150,0.25,512,True
20,0.16167258197674528,10.0,3171.0,False,150,0.25,512,True
21,0.1693866680143401,10.0,3322.0,False,150,0.25,512,True
22,0.17689146898919716,10.0,3473.0,False,150,0.25,512,True
23,0.1847332949982956,10.0,3624.0,False,150,0.25,512,True
24,0.1921864000032656,10.0,3775.0,False,150,0.25,512,True
25,0.19981032598298043,10.0,3926.0,False,150,0.25,512,True
26,0.207902951980941,10.0,4077.0,False,150,0.25,512,True
27,0.21572317596292123,10.0,4228.0,False,150,0.25,512,True
28,0.2240151889855042,10.0,4379.0,False,150,0.25,512,True
29,0.2319526209612377,10.0,4530.0,False,150,0.25,512,True
30,0.23997907096054405,10.0,4681.0,False,150,0.25,512,True
31,0.2485725829610601,10.0,4832.0,False,150,0.25,512,True
32,0.25639153900556266,10.0,4983.0,False,150,0.25,512,True
33,0.26527157897362486,10.0,5134.0,False,150,0.25,512,True
34,0.2729487339965999,10.0,5285.0,False,150,0.25,512,True
35,0.28083168697776273,10.0,5436.0,False,150,0.25,512,True
36,0.28866121399914846,10.0,5587.0,False,150,0.25,512,True
37,0.29645207000430673,10.0,5738.0,False,150,0.25,512,True
38,0.30426410801010206,10.0,5889.0,False,150,0.25,512,True
39,0.3119170449790545,10.0,6040.0,False,150,0.25,512,True
40,0.31976181000936776,10.0,6191.0,False,150,0.25,512,True
41,0.32736247999127954,10.0,6342.0,False,150,0.25,512,True
42,0.3351978939608671,10.0,6493.0,False,150,0.25,512,True
43,0.34269222198054194,10.0,6644.0,False,150,0.25,512,True
44,0.3505890140077099,10.0,6795.0,False,150,0.25,512,True
45,0.3583299689926207,10.0,6946.0,False,150,0.25,512,True
46,0.366120898979716,10.0,7097.0,False,150,0.25,512,True
47,0.37392891698982567,10.0,7248.0,False,150,0.25,512,True
48,0.38170549395726994,10.0,7399.0,False,150,0.25,512,True
49,0.38957996800309047,10.0,7550.0,False,150,0.25,512,True
50,0.39731987100094557,10.0,7701.0,False,150,0.25,512,True
51,0.40506713796639815,10.0,7852.0,False,150,0.25,512,True
52,0.4127088019740768,10.0,8003.0,False,150,0.25,512,True
53,0.420473450969439,10.0,8154.0,False,150,0.25,512,True
54,0.42823531496105716,10.0,8305.0,False,150,0.25,512,True
55,0.4359646340017207,10.0,8456.0,False,150,0.25,512,True
56,0.4436775869689882,10.0,8607.0,False,150,0.25,512,True
57,0.4514658579719253,10.0,8758.0,False,150,0.25,512,True
58,0.45910968899261206,10.0,8909.0,False,150,0.25,512,True
59,0.4669160979683511,10.0,9060.0,False,150,0.25,512,True
60,0.47458664496662095,10.0,9211.0,False,150,0.25,512,True
