Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,0.001557237992528826,0.0,150.0,False,150,0.25,512,True
1,1.9027075729973149,9.0,302.0,False,150,0.25,512,True
2,3.9746475699939765,9.0,453.0,False,150,0.25,512,True
3,6.077047313010553,12.0,605.0,False,150,0.25,512,True
4,8.158765277999919,15.0,757.0,False,150,0.25,512,True
5,10.267128981009591,16.0,909.0,False,150,0.25,512,True
6,12.35488965199329,16.0,1060.0,False,150,0.25,512,True
7,14.436633167992113,86.0,1212.0,False,150,0.25,512,True
8,16.499760509992484,88.0,1364.0,False,150,0.25,512,True
9,18.54052351199789,89.0,1516.0,False,150,0.25,512,True
10,20.56725436699344,96.0,1668.0,False,150,0.25,512,True
11,22.58684493601322,96.0,1819.0,False,150,0.25,512,True
12,24.587616472010268,96.0,1970.0,False,150,0.25,512,True
13,26.612247412995202,96.0,2121.0,False,150,0.25,512,True
14,28.607940754009178,100.0,2273.0,False,150,0.25,512,True
15,30.604293518001214,100.0,2424.0,False,150,0.25,512,True
16,32.650018620013725,100.0,2575.0,False,150,0.25,512,True
17,34.68602641701,102.0,2727.0,False,150,0.25,512,True
18,36.73888765601441,104.0,2879.0,False,150,0.25,512,True
19,38.790065551991574,104.0,3030.0,False,150,0.25,512,True
20,40.89126281600329,104.0,3181.0,False,150,0.25,512,True
21,42.937212391989306,104.0,3332.0,False,150,0.25,512,True
22,44.98781215300551,104.0,3483.0,False,150,0.25,512,True
23,47.04828901900328,104.0,3634.0,False,150,0.25,512,True
24,49.08396213001106,104.0,3785.0,False,150,0.25,512,True
25,51.11494373698952,104.0,3936.0,False,150,0.25,512,True
26,53.162703425012296,104.0,4087.0,False,150,0.25,512,True
27,55.2152401409985,104.0,4238.0,False,150,0.25,512,True
28,57.26594373799162,105.0,4390.0,False,150,0.25,512,True
29,59.30449826299446,105.0,4541.0,False,150,0.25,512,True
30,61.3503236079996,105.0,4692.0,False,150,0.25,512,True
31,63.38895608301391,105.0,4843.0,False,150,0.25,512,True
32,65.42869981599506,105.0,4994.0,False,150,0.25,512,True
33,67.46979945900966,105.0,5145.0,False,150,0.25,512,True
34,69.52522999601206,105.0,5296.0,False,150,0.25,512,True
35,71.58660303699435,105.0,5447.0,False,150,0.25,512,True
36,73.63770086501609,105.0,5598.0,False,150,0.25,512,True
37,75.70025758200791,105.0,5749.0,False,150,0.25,512,True
38,77.77182593900943,105.0,5900.0,False,150,0.25,512,True
39,79.85080233999179,105.0,6051.0,False,150,0.25,512,True
40,81.89341538300505,105.0,6202.0,False,150,0.25,512,True
41,83.93043694400694,105.0,6353.0,False,150,0.25,512,True
42,85.98171600099886,105.0,6504.0,False,150,0.25,512,True
43,88.05553778601461,105.0,6655.0,False,150,0.25,512,True
44,90.1118745499989,105.0,6806.0,False,150,0.25,512,True
45,92.16493400299805,105.0,6957.0,False,150,0.25,512,True
46,94.23594505299116,105.0,7108.0,False,150,0.25,512,True
47,96.30160479800543,106.0,7260.0,False,150,0.25,512,True
48,98.3428416379902,106.0,7411.0,False,150,0.25,512,True
49,100.3941847080132,106.0,7562.0,False,150,0.25,512,True
50,102.43320854700869,106.0,7713.0,False,150,0.25,512,True
51,104.47902546200203,106.0,7864.0,False,150,0.25,512,True
52,106.53711560499505,106.0,8015.0,False,150,0.25,512,True
53,108.54567087299074,106.0,8166.0,False,150,0.25,512,True
54,110.54499091798789,106.0,8317.0,False,150,0.25,512,True
55,112.53871871999581,106.0,8468.0,False,150,0.25,512,True
56,114.60198429200682,106.0,8619.0,False,150,0.25,512,True
57,116.62122179201106,106.0,8770.0,False,150,0.25,512,True
58,118.6723986529978,106.0,8921.0,False,150,0.25,512,True
59,120.6916781910113,106.0,9072.0,False,150,0.25,512,True
60,122.70558387698838,106.0,9223.0,False,150,0.25,512,True
61,124.74024946600548,106.0,9374.0,False,150,0.25,512,True
62,126.76584463199833,106.0,9525.0,False,150,0.25,512,True
63,128.7991683559958,106.0,9676.0,False,150,0.25,512,True
64,130.81788035700447,106.0,9827.0,False,150,0.25,512,True
65,132.84186831099214,106.0,9978.0,False,150,0.25,512,True
66,134.8751147550065,106.0,10129.0,False,150,0.25,512,True
67,136.8978576619993,106.0,10280.0,False,150,0.25,512,True
68,138.91876123001566,106.0,10431.0,False,150,0.25,512,True
69,140.94718867799384,106.0,10582.0,False,150,0.25,512,True
70,142.96204562601633,106.0,10733.0,False,150,0.25,512,True
71,144.9780093189911,106.0,10884.0,False,150,0.25,512,True
72,147.00715384900104,106.0,11035.0,False,150,0.25,512,True
73,149.03437303900137,106.0,11186.0,False,150,0.25,512,True
74,151.06562581600156,106.0,11337.0,False,150,0.25,512,True
75,153.08293019700795,106.0,11488.0,False,150,0.25,512,True
76,155.11715605700738,106.0,11639.0,False,150,0.25,512,True
77,157.1513536919956,106.0,11790.0,False,150,0.25,512,True
78,159.18395835900446,106.0,11941.0,False,150,0.25,512,True
79,161.21119131799787,106.0,12092.0,False,150,0.25,512,True
80,163.23923023600946,106.0,12243.0,False,150,0.25,512,True
81,165.26037795399316,106.0,12394.0,False,150,0.25,512,True
82,167.270666085009,106.0,12545.0,False,150,0.25,512,True
83,169.2888182020106,106.0,12696.0,False,150,0.25,512,True
84,171.29042547999416,106.0,12847.0,False,150,0.25,512,True
85,173.29755178000778,106.0,12998.0,False,150,0.25,512,True
86,175.31501787199522,106.0,13149.0,False,150,0.25,512,True
87,177.34449182101525,106.0,13300.0,False,150,0.25,512,True
88,179.3547917040123,106.0,13451.0,False,150,0.25,512,True
89,181.37871663301485,106.0,13602.0,False,150,0.25,512,True
90,183.39718184099183,106.0,13753.0,False,150,0.25,512,True
91,185.40641647501616,106.0,13904.0,False,150,0.25,512,True
92,187.41988180400222,106.0,14055.0,False,150,0.25,512,True
93,189.4404856080073,106.0,14206.0,False,150,0.25,512,True
94,191.45746586399036,106.0,14357.0,False,150,0.25,512,True
95,193.4727652890142,106.0,14508.0,False,150,0.25,512,True
96,195.50002797698835,106.0,14659.0,False,150,0.25,512,True
97,197.52251722099027,106.0,14810.0,False,150,0.25,512,True
98,199.5346092400141,106.0,14961.0,False,150,0.25,512,True
99,201.55559679400176,106.0,15112.0,False,150,0.25,512,True
100,203.5664542010054,106.0,15263.0,False,150,0.25,512,True
101,205.56324887598748,106.0,15414.0,False,150,0.25,512,True
102,207.5750319439976,106.0,15565.0,False,150,0.25,512,True
103,209.58932528001606,106.0,15716.0,False,150,0.25,512,True
104,211.60643243501545,106.0,15867.0,False,150,0.25,512,True
105,213.6177847890067,106.0,16018.0,False,150,0.25,512,True
