Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,0.004149657965172082,25.0,150.0,False,150,0.25,512,True
1,0.8752399449585937,33.0,302.0,False,150,0.25,512,True
2,1.8239458510070108,37.0,454.0,False,150,0.25,512,True
3,2.7679572299821302,39.0,606.0,False,150,0.25,512,True
4,3.706099398958031,39.0,757.0,False,150,0.25,512,True
5,4.6466674740077,43.0,909.0,False,150,0.25,512,True
6,5.585372800996993,43.0,1060.0,False,150,0.25,512,True
7,6.520918524009176,43.0,1211.0,False,150,0.25,512,True
8,7.452156540995929,43.0,1362.0,False,150,0.25,512,True
9,8.363756650011055,45.0,1514.0,False,150,0.25,512,True
10,9.283353064965922,45.0,1665.0,False,150,0.25,512,True
11,10.205096680962015,45.0,1816.0,False,150,0.25,512,True
12,11.122794798982795,45.0,1967.0,False,150,0.25,512,True
13,12.012433247000445,45.0,2118.0,False,150,0.25,512,True
14,12.910103301983327,45.0,2269.0,False,150,0.25,512,True
15,13.923007261997554,45.0,2420.0,False,150,0.25,512,True
16,14.831558350007981,45.0,2571.0,False,150,0.25,512,True
17,15.737967801978812,45.0,2722.0,False,150,0.25,512,True
18,16.64145026099868,45.0,2873.0,False,150,0.25,512,True
19,17.54644670896232,45.0,3024.0,False,150,0.25,512,True
20,18.455636904982384,45.0,3175.0,False,150,0.25,512,True
21,19.356232513964642,45.0,3326.0,False,150,0.25,512,True
22,20.234462554974016,45.0,3477.0,False,150,0.25,512,True
23,21.119836699974257,45.0,3628.0,False,150,0.25,512,True
24,22.017902132007293,45.0,3779.0,False,150,0.25,512,True
25,22.92067063599825,45.0,3930.0,False,150,0.25,512,True
26,23.821490751986858,45.0,4081.0,False,150,0.25,512,True
27,24.7207020559581,45.0,4232.0,False,150,0.25,512,True
28,25.61391068797093,45.0,4383.0,False,150,0.25,512,True
29,26.514638043998275,45.0,4534.0,False,150,0.25,512,True
30,27.422478633001447,45.0,4685.0,False,150,0.25,512,True
31,28.329648960963823,45.0,4836.0,False,150,0.25,512,True
32,29.232051238999702,45.0,4987.0,False,150,0.25,512,True
33,30.138359644974116,45.0,5138.0,False,150,0.25,512,True
34,31.031742799968924,45.0,5289.0,False,150,0.25,512,True
35,31.933085368014872,45.0,5440.0,False,150,0.25,512,True
36,32.82482440199237,45.0,5591.0,False,150,0.25,512,True
37,33.71716430498054,45.0,5742.0,False,150,0.25,512,True
38,34.615739420987666,45.0,5893.0,False,150,0.25,512,True
39,35.50756996998098,45.0,6044.0,False,150,0.25,512,True
40,36.39940072898753,45.0,6195.0,False,150,0.25,512,True
41,37.29990203597117,45.0,6346.0,False,150,0.25,512,True
42,38.210256650985684,45.0,6497.0,False,150,0.25,512,True
43,39.11975970095955,45.0,6648.0,False,150,0.25,512,True
44,40.02354143699631,45.0,6799.0,False,150,0.25,512,True
45,40.92047932295827,45.0,6950.0,False,150,0.25,512,True
46,41.81715256499592,45.0,7101.0,False,150,0.25,512,True
47,42.70905225700699,45.0,7252.0,False,150,0.25,512,True
48,43.60082595900167,45.0,7403.0,False,150,0.25,512,True
49,44.496584595995955,45.0,7554.0,False,150,0.25,512,True
50,45.38818445795914,45.0,7705.0,False,150,0.25,512,True
51,46.279993070987985,45.0,7856.0,False,150,0.25,512,True
52,47.176041001977865,45.0,8007.0,False,150,0.25,512,True
53,48.06933065399062,45.0,8158.0,False,150,0.25,512,True
54,48.957146029977594,45.0,8309.0,False,150,0.25,512,True
55,49.85242625197861,45.0,8460.0,False,150,0.25,512,True
56,50.755630669998936,45.0,8611.0,False,150,0.25,512,True
57,51.65711269300664,45.0,8762.0,False,150,0.25,512,True
58,52.55434432596667,45.0,8913.0,False,150,0.25,512,True
59,53.45136831200216,45.0,9064.0,False,150,0.25,512,True
60,54.34991104097571,45.0,9215.0,False,150,0.25,512,True
61,55.25276401499286,45.0,9366.0,False,150,0.25,512,True
62,56.15843563899398,45.0,9517.0,False,150,0.25,512,True
63,57.06680904200766,45.0,9668.0,False,150,0.25,512,True
64,57.97378215601202,45.0,9819.0,False,150,0.25,512,True
65,58.87604868301423,45.0,9970.0,False,150,0.25,512,True
66,59.82168188900687,45.0,10121.0,False,150,0.25,512,True
67,60.741579917958006,45.0,10272.0,False,150,0.25,512,True
68,61.63687917101197,45.0,10423.0,False,150,0.25,512,True
69,62.54587732697837,45.0,10574.0,False,150,0.25,512,True
70,63.44411951198708,45.0,10725.0,False,150,0.25,512,True
71,64.33807907399023,45.0,10876.0,False,150,0.25,512,True
