Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,0.0031599890207871795,0.0,150.0,False,150,0.25,512,True
1,0.011257391015533358,10.0,302.0,False,150,0.25,512,True
2,0.019823096983600408,10.0,453.0,False,150,0.25,512,True
3,0.028345995000563562,10.0,604.0,False,150,0.25,512,True
4,0.03588519402546808,10.0,755.0,False,150,0.25,512,True
5,0.044362633023411036,10.0,906.0,False,150,0.25,512,True
6,0.05187991203274578,10.0,1057.0,False,150,0.25,512,True
7,0.05926374398404732,10.0,1208.0,False,150,0.25,512,True
8,0.06676460901508108,10.0,1359.0,False,150,0.25,512,True
9,0.0752802380011417,10.0,1510.0,False,150,0.25,512,True
10,0.08286695502465591,10.0,1661.0,False,150,0.25,512,True
11,0.09047270903829485,10.0,1812.0,False,150,0.25,512,True
12,0.09800092299701646,10.0,1963.0,False,150,0.25,512,True
13,0.1054191580042243,10.0,2114.0,False,150,0.25,512,True
14,0.11294181400444359,10.0,2265.0,False,150,0.25,512,True
15,0.1204183420049958,10.0,2416.0,False,150,0.25,512,True
16,0.1278958250186406,10.0,2567.0,False,150,0.25,512,True
17,0.13642804900882766,10.0,2718.0,False,150,0.25,512,True
18,0.14387792302295566,10.0,2869.0,False,150,0.25,512,True
19,0.15140234300633892,10.0,3020.0,False,150,0.25,512,True
20,0.15870122803607956,10.0,3171.0,False,150,0.25,512,True
21,0.16615519701736048,10.0,3322.0,False,150,0.25,512,True
22,0.17357075703330338,10.0,3473.0,False,150,0.25,512,True
23,0.18101232103072107,10.0,3624.0,False,150,0.25,512,True
24,0.1886732070124708,10.0,3775.0,False,150,0.25,512,True
25,0.19610225199721754,10.0,3926.0,False,150,0.25,512,True
26,0.20395280700176954,10.0,4077.0,False,150,0.25,512,True
27,0.21151370101142675,10.0,4228.0,False,150,0.25,512,True
28,0.219302173005417,10.0,4379.0,False,150,0.25,512,True
29,0.2268506950349547,10.0,4530.0,False,150,0.25,512,True
30,0.2347414440009743,10.0,4681.0,False,150,0.25,512,True
31,0.2433479130268097,10.0,4832.0,False,150,0.25,512,True
32,0.25333777302876115,10.0,4983.0,False,150,0.25,512,True
33,0.2622969740186818,10.0,5134.0,False,150,0.25,512,True
34,0.2701955279917456,10.0,5285.0,False,150,0.25,512,True
35,0.2778063510195352,10.0,5436.0,False,150,0.25,512,True
36,0.2859138839994557,10.0,5587.0,False,150,0.25,512,True
37,0.2935564609942958,10.0,5738.0,False,150,0.25,512,True
38,0.3014559670118615,10.0,5889.0,False,150,0.25,512,True
39,0.30903719703201205,10.0,6040.0,False,150,0.25,512,True
40,0.31674511899473146,10.0,6191.0,False,150,0.25,512,True
41,0.3243276859866455,10.0,6342.0,False,150,0.25,512,True
