Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,0.0016180480015464127,3.0,150.0,False,150,0.25,512,True
1,0.8527874129940756,9.0,302.0,False,150,0.25,512,True
2,1.777988201007247,10.0,454.0,False,150,0.25,512,True
3,2.7011646890023258,10.0,605.0,False,150,0.25,512,True
4,3.6194297749898396,56.0,757.0,False,150,0.25,512,True
5,4.531093814992346,59.0,909.0,False,150,0.25,512,True
6,5.429848207015311,59.0,1060.0,False,150,0.25,512,True
7,6.331098599010147,61.0,1212.0,False,150,0.25,512,True
8,7.223222803004319,62.0,1364.0,False,150,0.25,512,True
9,8.148502635012846,62.0,1515.0,False,150,0.25,512,True
10,9.05903991899686,62.0,1666.0,False,150,0.25,512,True
11,9.983066307991976,62.0,1817.0,False,150,0.25,512,True
12,10.906329704012023,62.0,1968.0,False,150,0.25,512,True
13,11.817533413995989,62.0,2119.0,False,150,0.25,512,True
14,12.731430412997724,62.0,2270.0,False,150,0.25,512,True
15,13.64256878598826,62.0,2421.0,False,150,0.25,512,True
16,14.557724078011233,62.0,2572.0,False,150,0.25,512,True
17,15.468313029006822,62.0,2723.0,False,150,0.25,512,True
18,16.37714785701246,62.0,2874.0,False,150,0.25,512,True
19,17.285149889998138,62.0,3025.0,False,150,0.25,512,True
20,18.207115647994215,62.0,3176.0,False,150,0.25,512,True
21,19.136346628016327,62.0,3327.0,False,150,0.25,512,True
22,20.058007451007143,62.0,3478.0,False,150,0.25,512,True
23,20.97198711600504,62.0,3629.0,False,150,0.25,512,True
24,21.869640824996168,62.0,3780.0,False,150,0.25,512,True
25,22.77625884799636,63.0,3932.0,False,150,0.25,512,True
26,23.694593193999026,63.0,4083.0,False,150,0.25,512,True
27,24.614180267002666,63.0,4234.0,False,150,0.25,512,True
28,25.53216744301608,63.0,4385.0,False,150,0.25,512,True
29,26.44510741601698,63.0,4536.0,False,150,0.25,512,True
30,27.359011010994436,66.0,4688.0,False,150,0.25,512,True
31,28.27693638301571,66.0,4839.0,False,150,0.25,512,True
32,29.19086674801656,66.0,4990.0,False,150,0.25,512,True
33,30.10482953299652,66.0,5141.0,False,150,0.25,512,True
34,31.020435137004824,66.0,5292.0,False,150,0.25,512,True
35,31.928451748011867,66.0,5443.0,False,150,0.25,512,True
36,32.840370071004145,66.0,5594.0,False,150,0.25,512,True
37,33.75063505599974,66.0,5745.0,False,150,0.25,512,True
38,34.65878359199269,66.0,5896.0,False,150,0.25,512,True
39,35.56511370500084,66.0,6047.0,False,150,0.25,512,True
40,36.444876969006145,66.0,6198.0,False,150,0.25,512,True
41,37.32288155698916,66.0,6349.0,False,150,0.25,512,True
42,38.196460982988356,66.0,6500.0,False,150,0.25,512,True
43,39.070315063989256,66.0,6651.0,False,150,0.25,512,True
44,39.947480881994125,66.0,6802.0,False,150,0.25,512,True
45,40.837899317004485,66.0,6953.0,False,150,0.25,512,True
46,41.72944140501204,66.0,7104.0,False,150,0.25,512,True
47,42.62393408900243,66.0,7255.0,False,150,0.25,512,True
48,43.52092916300171,66.0,7406.0,False,150,0.25,512,True
49,44.41071351800929,66.0,7557.0,False,150,0.25,512,True
50,45.29526076599723,66.0,7708.0,False,150,0.25,512,True
51,46.18015653800103,66.0,7859.0,False,150,0.25,512,True
52,47.06386650400236,66.0,8010.0,False,150,0.25,512,True
53,47.961081723013194,66.0,8161.0,False,150,0.25,512,True
54,48.82472590901307,66.0,8312.0,False,150,0.25,512,True
55,49.68309013301041,66.0,8463.0,False,150,0.25,512,True
56,50.54293011300615,66.0,8614.0,False,150,0.25,512,True
57,51.410984320013085,66.0,8765.0,False,150,0.25,512,True
