Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,0.004120029974728823,20.0,150.0,False,150,0.25,512,True
1,0.855246900988277,34.0,302.0,False,150,0.25,512,True
2,1.7769773749751039,35.0,454.0,False,150,0.25,512,True
3,2.696905776974745,39.0,606.0,False,150,0.25,512,True
4,3.6230522179976106,40.0,758.0,False,150,0.25,512,True
5,4.5513709809747525,40.0,909.0,False,150,0.25,512,True
6,5.480886565987021,40.0,1060.0,False,150,0.25,512,True
7,6.413129966997076,42.0,1212.0,False,150,0.25,512,True
8,7.349293715000385,43.0,1364.0,False,150,0.25,512,True
9,8.272962727991398,43.0,1515.0,False,150,0.25,512,True
10,9.173228525993181,43.0,1666.0,False,150,0.25,512,True
11,10.065288155979943,43.0,1817.0,False,150,0.25,512,True
12,10.935390708997147,43.0,1968.0,False,150,0.25,512,True
13,11.807941000995925,43.0,2119.0,False,150,0.25,512,True
14,12.691778973996406,43.0,2270.0,False,150,0.25,512,True
15,13.56985102899489,43.0,2421.0,False,150,0.25,512,True
16,14.448571763990913,43.0,2572.0,False,150,0.25,512,True
17,15.329648079990875,43.0,2723.0,False,150,0.25,512,True
18,16.203841080976417,43.0,2874.0,False,150,0.25,512,True
19,17.080746609979542,43.0,3025.0,False,150,0.25,512,True
20,17.958399654977256,43.0,3176.0,False,150,0.25,512,True
21,18.83971168898279,43.0,3327.0,False,150,0.25,512,True
22,19.718687708984362,43.0,3478.0,False,150,0.25,512,True
23,20.59336944599636,43.0,3629.0,False,150,0.25,512,True
24,21.472363590990426,43.0,3780.0,False,150,0.25,512,True
25,22.35078322098707,43.0,3931.0,False,150,0.25,512,True
26,23.223018394986866,43.0,4082.0,False,150,0.25,512,True
27,24.09957518998999,43.0,4233.0,False,150,0.25,512,True
28,24.9749953399878,43.0,4384.0,False,150,0.25,512,True
29,25.85270404498442,43.0,4535.0,False,150,0.25,512,True
30,26.724770632979926,43.0,4686.0,False,150,0.25,512,True
31,27.606681942997966,43.0,4837.0,False,150,0.25,512,True
32,28.476756116986508,43.0,4988.0,False,150,0.25,512,True
33,29.356887030997314,43.0,5139.0,False,150,0.25,512,True
34,30.24339945198153,43.0,5290.0,False,150,0.25,512,True
35,31.134818599995924,43.0,5441.0,False,150,0.25,512,True
36,32.02884782498586,43.0,5592.0,False,150,0.25,512,True
37,32.919645738991676,43.0,5743.0,False,150,0.25,512,True
38,33.81650945197907,43.0,5894.0,False,150,0.25,512,True
39,34.70133370399708,43.0,6045.0,False,150,0.25,512,True
40,35.59306768098031,43.0,6196.0,False,150,0.25,512,True
41,36.48808245599503,43.0,6347.0,False,150,0.25,512,True
42,37.374362937000114,43.0,6498.0,False,150,0.25,512,True
43,38.25522042097873,43.0,6649.0,False,150,0.25,512,True
44,39.13528166298056,43.0,6800.0,False,150,0.25,512,True
45,40.012565406999784,43.0,6951.0,False,150,0.25,512,True
46,40.8875090549991,43.0,7102.0,False,150,0.25,512,True
47,41.763479203975294,43.0,7253.0,False,150,0.25,512,True
48,42.63580885398551,43.0,7404.0,False,150,0.25,512,True
49,43.51751931398758,43.0,7555.0,False,150,0.25,512,True
50,44.40517498299596,43.0,7706.0,False,150,0.25,512,True
51,45.28927906398894,43.0,7857.0,False,150,0.25,512,True
52,46.18575395600055,43.0,8008.0,False,150,0.25,512,True
53,47.07438747299602,43.0,8159.0,False,150,0.25,512,True
54,47.96674563398119,43.0,8310.0,False,150,0.25,512,True
55,48.85910760698607,43.0,8461.0,False,150,0.25,512,True
56,49.75035186597961,43.0,8612.0,False,150,0.25,512,True
57,50.62769026099704,43.0,8763.0,False,150,0.25,512,True
58,51.50235277498723,43.0,8914.0,False,150,0.25,512,True
59,52.378977010987,43.0,9065.0,False,150,0.25,512,True
60,53.25248778198147,43.0,9216.0,False,150,0.25,512,True
61,54.14111170399701,43.0,9367.0,False,150,0.25,512,True
62,55.02324907298316,43.0,9518.0,False,150,0.25,512,True
63,55.908722430991475,43.0,9669.0,False,150,0.25,512,True
64,56.793189467978664,43.0,9820.0,False,150,0.25,512,True
65,57.68033955199644,43.0,9971.0,False,150,0.25,512,True
66,58.56838182598585,43.0,10122.0,False,150,0.25,512,True
67,59.44917840298149,43.0,10273.0,False,150,0.25,512,True
68,60.32664358097827,43.0,10424.0,False,150,0.25,512,True
69,61.20669954598998,43.0,10575.0,False,150,0.25,512,True
70,62.09703626099508,43.0,10726.0,False,150,0.25,512,True
71,62.97664549597539,43.0,10877.0,False,150,0.25,512,True
72,63.868727188993944,43.0,11028.0,False,150,0.25,512,True
73,64.75779657397652,43.0,11179.0,False,150,0.25,512,True
74,65.63609744099085,43.0,11330.0,False,150,0.25,512,True
75,66.51728661399102,43.0,11481.0,False,150,0.25,512,True
76,67.39474912098376,43.0,11632.0,False,150,0.25,512,True
77,68.2724324640003,43.0,11783.0,False,150,0.25,512,True
78,69.15182458297932,43.0,11934.0,False,150,0.25,512,True
79,70.03518184297718,43.0,12085.0,False,150,0.25,512,True
80,70.91165450797416,43.0,12236.0,False,150,0.25,512,True
81,71.78710361599224,43.0,12387.0,False,150,0.25,512,True
82,72.66503056397778,43.0,12538.0,False,150,0.25,512,True
83,73.54652954798075,43.0,12689.0,False,150,0.25,512,True
